# Base Pair	Mean Quality Score
96	37.22529850121808
97	37.16503310286318
98	36.913639287678016
99	36.9971541647628
100	35.027940447842234
	Command being timed: "/projects/bgmp/czakari2/bioinformatics/Bi622/Demultiplex/Assignment-the-first/qs_dist.py -f /projects/bgmp/shared/2017_sequencing/demultiplexed/31_4F_fox_S22_L008_R2_001.fastq.gz -p /projects/bgmp/czakari2/bioinformatics/Bi623/ass/qaa/my_QC_output/31_4F_fox_S22_L008_R2.png"
	User time (seconds): 100.32
	System time (seconds): 0.70
	Percent of CPU this job got: 100%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:40.44
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 52060
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 0
	Minor (reclaiming a frame) page faults: 25468
	Voluntary context switches: 917
	Involuntary context switches: 29
	Swaps: 0
	File system inputs: 0
	File system outputs: 0
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
